Country,Technology,Year,Public Investments (2020 million USD)
Switzerland,Fossil fuels n.e.s.,2007,0.0
Switzerland,Fossil fuels n.e.s.,2008,0.0
Switzerland,Fossil fuels n.e.s.,2009,0.0
Switzerland,Fossil fuels n.e.s.,2010,0.0
Switzerland,Fossil fuels n.e.s.,2011,0.0
Switzerland,Fossil fuels n.e.s.,2012,0.0
Switzerland,Fossil fuels n.e.s.,2013,0.0
Switzerland,Fossil fuels n.e.s.,2014,0.0
Switzerland,Fossil fuels n.e.s.,2015,0.0
Switzerland,Fossil fuels n.e.s.,2016,0.0
Switzerland,Fossil fuels n.e.s.,2017,0.0
Switzerland,Fossil fuels n.e.s.,2018,0.0
Switzerland,Fossil fuels n.e.s.,2019,0.0
Switzerland,Fossil fuels n.e.s.,2020,0.0
Switzerland,Fossil fuels n.e.s.,2021,0.0
Switzerland,Nuclear,2000,0.0
Switzerland,Nuclear,2001,0.0
Switzerland,Nuclear,2002,0.0
Switzerland,Nuclear,2003,0.0
Switzerland,Nuclear,2004,0.0
Switzerland,Nuclear,2005,0.0
Switzerland,Nuclear,2006,0.0
Switzerland,Nuclear,2007,0.0
Switzerland,Nuclear,2008,0.0
Switzerland,Nuclear,2009,0.0
Switzerland,Nuclear,2010,0.0
Switzerland,Nuclear,2011,0.0
Switzerland,Nuclear,2012,0.0
Switzerland,Nuclear,2013,0.0
Switzerland,Nuclear,2014,0.0
Switzerland,Nuclear,2015,0.0
Switzerland,Nuclear,2016,0.0
Switzerland,Nuclear,2017,0.0
Switzerland,Nuclear,2018,0.0
Switzerland,Nuclear,2019,0.0
Switzerland,Nuclear,2020,0.0
Switzerland,Nuclear,2021,0.0
